Person Name,Description,Wikipedia Link,Instagram,Twitter,Youtube,Homepage
Leo Babauta,"As an Amazon Associate, we earn money from purchases made through links in this page.",,,//www.twitter.com/zen_habits,,
Marc Lamont Hill,"Marc Lamont Hill is an American academic, author, activist, and television personality.",https://en.wikipedia.org/wiki/Marc_Lamont_Hill,//www.instagram.com/marclamonthill,//www.twitter.com/marclamonthill,,
Aaron Gleeman,Aaron Gleeman is a writer primarily covering the Minnesota Twins for The Athletic.,https://en.wikipedia.org/wiki/Aaron_Gleeman,,//www.twitter.com/AaronGleeman,,
Magnus Carlsen,Magnus Carlsen is a Norwegian chess grandmaster.,https://en.wikipedia.org/wiki/Magnus_Carlsen,//www.instagram.com/magnus_carlsen,//www.twitter.com/MagnusCarlsen,,
Aamir Khan,"Aamir Khan is an Indian actor, director, filmmaker and television talk-show host.",https://en.wikipedia.org/wiki/Aamir_Khan,//www.instagram.com/_aamirkhan,//www.twitter.com/aamir_khan,,
Lou Dobbs,"Lou Dobbs is an American political commentator, author, and former television host.",https://en.wikipedia.org/wiki/Lou_Dobbs,//www.instagram.com/loudobbstonight,//www.twitter.com/LouDobbs,,
Linus Torvalds,"Linus Torvalds is a software engineer who is the creator and, historically, the lead developer of the Linux kernel.",https://en.wikipedia.org/wiki/Linus_Torvalds,,//www.twitter.com/Linus__Torvalds,,
No Name, 242 books.,,,,,
No Name,Here you'll find all our book lists.,,,,,
No Name,Here you'll find all our series.,,,,,
No Name,Here you'll find all our summaries.,,,,,
No Name,We're always building new tools that we find fun/ interesting.,,,,,
No Name,Made by Richard and Anurag.,,,,,
